stage,epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
frozen_head,1,2.3599552024079626,0.4802805280528053,1.4312915754396924,0.6397359735973598,138.6983994836919
fine_tune,1,1.3938199274610765,0.6440594059405941,1.0059391630443408,0.7329372937293729,285.77105489885435
fine_tune,2,1.195256906641592,0.6927392739273928,0.9090481713896144,0.7574257425742574,268.85555814998224
fine_tune,3,1.0929313447530513,0.7183993399339934,0.8477765427092121,0.7739273927392739,269.2015658929013
fine_tune,4,1.0107777710558952,0.7376402640264026,0.8074722644755549,0.7836303630363036,270.13746201386675
