epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,2.2929174602031708,0.1298828125,2.216472417116165,0.15625,0.001
2,2.15598863363266,0.166015625,2.0746257454156876,0.1923828125,0.001
3,2.0233897268772125,0.215087890625,1.9495853334665298,0.26171875,0.0005
