epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,2.086993869394064,0.2431640625,2.0995786786079407,0.275390625,0.001
2,1.7302078418433666,0.3408203125,1.728351965546608,0.369140625,0.001
3,1.6538293920457363,0.37890625,1.6000551581382751,0.3994140625,0.001
