epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,2.4039844535291195,0.18115234375,4.070174723863602,0.1728515625,0.05
2,1.928093571215868,0.26171875,1.9936283379793167,0.279296875,0.05
3,1.8056765273213387,0.320556640625,1.6775104254484177,0.3603515625,0.05
