epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,2.1174091398715973,0.232177734375,2.188700780272484,0.25390625,0.001
2,1.7352121956646442,0.345947265625,1.652751863002777,0.3876953125,0.001
3,1.592169128358364,0.412841796875,1.5359563827514648,0.4052734375,0.0005
