component,discriminator_loss,final_loss,peak_memory_mb,seconds,seconds_per_image,trainable_parameters
autoencoder,,0.013321496546268463,80.20556640625,0.9812782951630652,,
vae,,0.013803149573504925,80.537109375,1.7050585090182722,,
dcgan,0.757753849029541,5.995813846588135,72.5185546875,11.215041740331799,,
prompt_conditioned_diffusion_pretrain,,0.0384775772690773,379.40673828125,135.8335029729642,,242179
selected_finetuned_inference,,,405.048828125,0.06321897218003869,0.007902371522504836,
